Назва поля,Тип [1]_,Формат,Опис
ram:ID,O,string,Порядковий номер події (події завжди нумеруються в порядку поступового зростання за принципом N+1)
ram:TypeCode,O,string,"Тип операції (розвантаження=5, завантаження=10)"
ram:Description,O,string,Опис
**ram:ActualOccurrenceDateTime**,O,,Дата і час прибуття автомобіля на розвантаження (початок блоку)
udt:DateTime,O,`datetime <https://www.w3.org/TR/xmlschema-2/#dateTime>`__ (2021-12-13T14:19:23+02:00),Дата та час
**ram:ActualOccurrenceDateTime**,,,Дата і час прибуття автомобіля на розвантаження (закінчення блоку)
**ram:ScheduledOccurrenceDateTime**,O,,Дата і час вибуття автомобіля з-під розвантаження (початок блоку)
udt:DateTime,O,`datetime <https://www.w3.org/TR/xmlschema-2/#dateTime>`__ (2021-12-13T14:19:23+02:00),Дата та час
**ram:ScheduledOccurrenceDateTime**,,,Дата і час вибуття автомобіля з-під розвантаження (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=WH),M,,Інформація про відповідальних осіб Проміжного складу (початок блоку)
**ram:ID**,O,,"Ідентифікаційний код - РНОКПП відповідальної особи Проміжного складу (початок блоку)"
schemeAgencyID,O,string,РНОКПП
value,O,decimal,Значення
**ram:ID**,,,"Ідентифікаційний код - РНОКПП відповідальної особи Проміжного складу (закінчення блоку)"
ram:Name,M,string,"Посада відповідальної особи Проміжного складу"
ram:RoleCode,M,string,Роль учасника (Проміжний склад - WH). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
**ram:DefinedTradeContact**,M,,Контакти відповідального представника (початок блоку)
ram:PersonName,M,string,"ПІБ відповідальної особи Проміжного складу"
**ram:DefinedTradeContact**,,,Контакти відповідального представника (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=WH),,,Інформація про відповідальних осіб Проміжного складу (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=DR),M,,"Інформація про водія Перевізника, що здав вантаж (початок блоку)"
**ram:ID**,O,,"Ідентифікаційний код - РНОКПП водія (початок блоку)"
schemeAgencyID,O,string,РНОКПП
value,O,decimal,Значення
**ram:ID**,,,"Ідентифікаційний код - РНОКПП водія (закінчення блоку)"
ram:Name,M,string,"Посада водія, що здав вантаж"
ram:RoleCode,M,string,Роль учасника (Водій - DR). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
**ram:DefinedTradeContact**,M,,Контакти відповідального представника (початок блоку)
ram:PersonName,O,string,"ПІБ водія, що здав вантаж"
**ram:DefinedTradeContact**,,,Контакти відповідального представника (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=DR),,,"Інформація про водія Перевізника, що здав вантаж (закінчення блоку)"
**ram:CertifyingTradeParty** (RoleCode=CA),O,,Інформація про відповідальних осіб Перевізника (початок блоку)
**ram:ID**,O,,"Ідентифікаційний код - РНОКПП відповідальної особи Перевізника (початок блоку)"
schemeAgencyID,O,string,РНОКПП
value,O,decimal,Значення
**ram:ID**,,,"Ідентифікаційний код - РНОКПП відповідальної особи Перевізника (закінчення блоку)"
ram:Name,M,string,"Посада відповідальної особи Перевізника"
ram:RoleCode,M,string,Роль учасника (Перевізник - CA). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
**ram:DefinedTradeContact**,M,,Контакти відповідального представника (початок блоку)
ram:PersonName,M,string,"ПІБ відповідальної особи Перевізника"
**ram:DefinedTradeContact**,,,Контакти відповідального представника (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=CA),,,Інформація про відповідальних осіб Перевізника (закінчення блоку)
**ram:ApplicableNote** (з кодом GROSSWEIGHT),O,,"Маса брутто, кг (початок блоку)"
ram:ContentCode,O,string,Код GROSSWEIGHT
ram:Content,O,decimal,"Маса брутто отриманого вантажу в місці розвантаження в кілограмах"
**ram:ApplicableNote** (з кодом GROSSWEIGHT),,,"Маса брутто, кг (закінчення блоку)"
**ram:ApplicableNote** (з кодом DOWNTIME),O,,Час простою (початок блоку)
ram:ContentCode,O,string,Код DOWNTIME
ram:Content,O,unsignedByte,Час (години) простою під розвантаженням
**ram:ApplicableNote** (з кодом DOWNTIME),,,Час простою (закінчення блоку)
**PickupTransportEvent**,,,Навантажувальні роботи (закінчення блоку)
StorageNotes,M,string,Короткий або повний опис причин складання акта (Проміжний склад)
CarrierNotes,O,string,Особливі відмітки / Інформація щодо незгоди зі змістом Акта (Перевізник)
**StoragePickupActPayload**,,,Інформація про Акт (закінчення блоку)
**CertifyingPartyPayload**,M,,Інформація про відповідальних осіб (початок блоку)
**ram:CertifyingTradeParty** (RoleCode=WH),M,,Інформація про відповідальних осіб Проміжного складу (початок блоку)
**ram:ID**,O,,"Ідентифікаційний код - РНОКПП відповідальної особи Проміжного складу (початок блоку)"
schemeAgencyID,O,string,РНОКПП
value,O,decimal,Значення
**ram:ID**,,,"Ідентифікаційний код - РНОКПП відповідальної особи Проміжного складу (закінчення блоку)"
ram:Name,M,string,"Посада відповідальної особи Проміжного складу"
ram:RoleCode,M,string,Роль учасника (Проміжний склад - WH). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
**ram:DefinedTradeContact**,M,,Контакти відповідального представника (початок блоку)
ram:PersonName,M,string,"ПІБ відповідальної особи Проміжного складу"
**ram:DefinedTradeContact**,,,Контакти відповідального представника (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=WH),,,Інформація про відповідальних осіб Проміжного складу (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=DR),M,,"Інформація про водія Перевізника, що здав вантаж (початок блоку)"
**ram:ID**,O,,"Ідентифікаційний код - РНОКПП водія (початок блоку)"
schemeAgencyID,O,string,РНОКПП
value,O,decimal,Значення
**ram:ID**,,,"Ідентифікаційний код - РНОКПП водія (закінчення блоку)"
ram:Name,M,string,"Посада водія"
ram:RoleCode,M,string,Роль учасника (Водій - DR). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
**ram:DefinedTradeContact**,M,,Контакти відповідального представника (початок блоку)
ram:PersonName,M,string,"ПІБ водія"
**ram:DefinedTradeContact**,,,Контакти відповідального представника (закінчення блоку)
**ram:SpecifiedGovernmentRegistration**,M,,Посвідчення Водія (початок блоку)
ram:ID,M,string,"Серія та номер водійського посвідчення Водія. Заповнюється в форматі «3 заголовні кириличні літери + 6 цифр без пробілів», наприклад: ``DGJ123456``, ``АБВ123456``"
**ram:SpecifiedGovernmentRegistration**,,,Посвідчення Водія (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=DR),,,"Інформація про водія Перевізника, що здав вантаж (закінчення блоку)"
**ram:CertifyingTradeParty** (RoleCode=CA),O,,"Інформація про відповідальних осіб Перевізника (початок блоку)"
**ram:ID**,O,,"Ідентифікаційний код - РНОКПП водія (початок блоку)"
schemeAgencyID,O,string,РНОКПП
value,O,decimal,Значення
**ram:ID**,,,"Ідентифікаційний код - РНОКПП водія (закінчення блоку)"
ram:Name,M,string,"Посада водія"
ram:RoleCode,M,string,Роль учасника (Перевізник - CA). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
**ram:DefinedTradeContact**,M,,Контакти відповідального представника (початок блоку)
ram:PersonName,M,string,"ПІБ водія"
**ram:DefinedTradeContact**,,,Контакти відповідального представника (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=CA),,,"Інформація про відповідальних осіб Перевізника (закінчення блоку)"
**CertifyingPartyPayload**,,,Інформація про відповідальних осіб (закінчення блоку)
**ACT**,,,(закінчення змісту документа)
**UaSignatureStorage**,M,,Підписи (початок блоку)
**VisualReferencedDocument**,O,,Графічне відображення документа (початок блоку)
ram:TypeCode,O,string,Тип (916 - Акт). `Довідник кодів документів <https://wiki.edin.ua/uk/latest/Docs_ETTNv3/Dictionaries/Dictionaries.html#un-edifact-codes>`__
ram:Remarks,O,string,Графічне зображення Акта в base64
**VisualReferencedDocument**,,,Графічне відображення документа (закінчення блоку)
**Signature** (SigningPartyRoleCode=WH),M,,"КЕП відповідальної особи Проміжного складу, що здає вантаж (початок блоку)"
SigningPartyRoleCode,M,string,Роль підписанта (Проміжний склад - WH). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
PartySignature,M,string,Підпис (base64 підпису p7s)
Name,M,string,ПІБ підписанта (відповідальної особи Проміжного складу)
Position,O,string,Посада підписанта (відповідальної особи Проміжного складу)
**ram:SpecifiedTaxRegistration**,M,,Ідентифікаційний код відповідальної особи Проміжного складу (початок блоку)
ram:ID,M,string,РНОКПП підписанта (відповідальної особи Проміжного складу)
**ram:SpecifiedTaxRegistration**,,,Ідентифікаційний код відповідальної особи Проміжного складу (закінчення блоку)
**Signature** (SigningPartyRoleCode=WH),,,"КЕП відповідальної особи Проміжного складу, що здає вантаж (закінчення блоку)"
**Signature** (SigningPartyRoleCode=DR),M,,"КЕП водія, що приймає вантаж (початок блоку)"
SigningPartyRoleCode,M,string,Роль підписанта (Водій - DR). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
PartySignature,M,string,Підпис (base64 підпису p7s)
Name,M,string,ПІБ підписанта (водія)
Position,O,string,Посада підписанта (водія)
**ram:SpecifiedTaxRegistration**,M,,Ідентифікаційний код водія (початок блоку)
ram:ID,M,string,РНОКПП підписанта (водія)
**ram:SpecifiedTaxRegistration**,,,Ідентифікаційний код водія (закінчення блоку)
**Signature** (SigningPartyRoleCode=DR),,,"КЕП водія, що приймає вантаж (закінчення блоку)"
**Signature** (SigningPartyRoleCode=CA),O,,"КЕП Перевізника, що приймає вантаж (початок блоку)"
SigningPartyRoleCode,O,string,Роль підписанта (Перевізник - CA). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
PartySignature,O,string,Підпис (base64 підпису p7s)
Name,O,string,ПІБ підписанта (Перевізника)
Position,O,string,Посада підписанта (Перевізника)
**ram:SpecifiedTaxRegistration**,O,,Ідентифікаційний код Перевізника (початок блоку)
ram:ID,O,string,РНОКПП підписанта (Перевізника)
**ram:SpecifiedTaxRegistration**,,,Ідентифікаційний код Перевізника (закінчення блоку)
**Signature** (SigningPartyRoleCode=CA),,,"КЕП Перевізника, що приймає вантаж (закінчення блоку)"
**UaSignatureStorage**,,,Підписи (закінчення блоку)
**UAECMR_ACT**,,,(закінчення документа)
