Назва поля,Тип [1]_,Формат,Опис
SigningPartyRoleCode,M,string,Роль підписанта (Замовник - OB). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
PartySignature,M,string,Підпис (base64 підпису p7s)
Name,M,string,ПІБ підписанта (Замовника)
Position,O,string,Посада підписанта (Замовника)
**ram:SpecifiedTaxRegistration**,M,,Ідентифікаційний код Замовника (початок блоку)
ram:ID,M,string,РНОКПП підписанта (Замовника)
**ram:SpecifiedTaxRegistration**,,,Ідентифікаційний код Замовника (закінчення блоку)
**Signature** (SigningPartyRoleCode=OB),,,"КЕП Замовника (закінчення блоку)"
**UaSignatureStorage**,,,Підписи (закінчення блоку)
**UAECMR_ACT**,,,(закінчення документа)
