Назва поля,Тип [1]_,Формат,Опис
R01G5S,O,String,реєстраційний номер причіп/напівпричіп. У літеросполученні допускається кирилиця однак в довідник записується лише латинниця (AA0000AA)
R01G6S,O,String,тип автомобіля причіп/напівпричіп
R01G7S,O,String,марка причіп/напівпричіп 2
R01G13S,O,String,модель причіп/напівпричіп 2
R01G8S,O,String,реєстраційний номер причіп/напівпричіп 2. У літеросполученні допускається кирилиця однак в довідник записується лише латинниця (AA0000AA)
R01G9S,O,String,тип автомобіля причіп/напівпричіп 2
R02G11S,M,String,"ідентифікаційний код Перевізника (ЄДРПОУ юридичної особи або ІПН фізичної-особи підприємця), який прийняв вантаж"
R02G1S,M,String,"повне найменування Перевізника (найменування юридичної особи або ПІБ фізичної-особи підприємця), який прийняв вантаж"
R02G3S,M,String,"прізвище водія/експедитора, який прийняв вантаж"
R02G31S,M,String,"ім'я водія/експедитора, який прийняв вантаж"
R02G32S,O,String,"по батькові водія/експедитора, який прийняв вантаж"
R02G4S,O,String,"серія та номер посвідчення водія/експедитора, який здав вантаж. У літеросполученні допустима тільки латиниця (XYZ123456)"
DRIVER_ID,M,int(10),"ідентифікаційний код Водія"
SEAL_NO,O,String,номер пломби
**TRANSPORT_LOAD**,,,"інформація про Перевізника, що прийняв вантаж та його авто (закінчення блоку)"
**DECLARBODY**,,,"Основні реквізити від Перевізника, що здав вантаж (закінчення блоку)"
RELOAD_INFORMATION,O,String,"додаткова інформація (короткий або повний опис причин складання Акта, а також будь-яка інша інформація щодо перевантаження вантажу)"
**SIGN_ENVELOPE**,,,Обгортка документа Ініціатора (закінчення блоку)
**SIGNATURE**,M,,"Підпис Ініціатора - Перевізника, що здав вантаж (початок блоку)"
OWNER,M,ORIGINATOR_DRIVER,"Власник підпису: Ініціатор - Перевізник, що здав вантаж"
SIGN,M,String,тіло підпису в base64
**SIGNATURE**,,,"Підпис Ініціатора - Перевізника, що здав вантаж (закінчення блоку)"
**DECLARBODY**,M,,"Основні реквізити від Перевізника, що прийняв вантаж (початок блоку)"
TYPE,M,AMENDMENT,Тип документа (Поправки)
STAKE,M,TRANSPORTER,"Учасник-підписант (Перевізник, що прийняв вантаж)"
RELOAD_NOTES,O,String,"Особливі відмітки (інформація щодо незгоди зі змістом Акта (Перевізник, що приймає вантаж))"
**DECLARBODY**,,,"Основні реквізити від Перевізника, що прийняв вантаж (закінчення блоку)"
**SIGN_ENVELOPE**,,,"Обгортка документа Перевізника, що прийняв вантаж (закінчення блоку)"
**SIGNATURE**,M,,"Підпис Перевізника, що прийняв вантаж (початок блоку)"
OWNER,M,TRANSPORTER_DRIVER,"Власник підпису: Перевізник, що прийняв вантаж"
SIGN,M,String,тіло підпису в base64
**SIGNATURE**,,,"Підпис Перевізника, що прийняв вантаж (закінчення блоку)"
