Назва поля,Тип [1]_,Формат,Опис
**ram:ApplicableNote** (з кодом MODEL),M,,Модель автомобіля (початок блоку)
ram:ContentCode,M,string,Код MODEL
ram:Content,M,string,Модель автомобіля згідно з техпаспортом
**ram:ApplicableNote** (з кодом MODEL),,,Модель автомобіля (закінчення блоку)
**ConnectingCarrierUtilizedLogisticsTransportEquipment**,,,"Автомобіль, що завантажується (закінчення блоку)"
**ConnectingCarrierUtilizedLogisticsTransportEquipment** (CategoryCode=TE),O,,"Причіп/напівпричіп, що завантажується (початок блоку)"
ram:ID,M,string,"Реєстраційний номер причіпа/напівпричіпа згідно з техпаспортом

* укр.номери: має відповідати одному з патернів для автомобільних номерних знаків
* єврономери: без валідації"
ram:CategoryCode,M,string,Код TE - Причіп/напівпричіп
ram:CharacteristicCode,M,string,"Код визначення Причіп/напівпричіп:

* 14 - Причіп
* 17 - Напівпричіп"
**ram:AffixedLogisticsSeal**,O,,Номер пломби (причіпа/напівпричіпа) (початок блоку)
ram:ID,O,string,"Відбиток пломби, якою проводилося пломбування причіпа/напівпричіпа"
**ram:AffixedLogisticsSeal**,,,Номер пломби (причіпа/напівпричіпа) (закінчення блоку)
**ram:SettingTransportSettingTemperature**,O,,Інструкції з експлуатації (початок блоку)
**ram:MinimumValueMeasure**,O,,"Температурний режим, необхідний для перевезення вантажу. Температурний режим від (початок блоку)"
unitCode,O,string,код одиниці виміру (CEL)
value,O,decimal,"Значення"
**ram:MinimumValueMeasure**,,,"Температурний режим, необхідний для перевезення вантажу. Температурний режим від (закінчення блоку)"
**ram:MaximumValueMeasure**,O,,"Температурний режим, необхідний для перевезення вантажу. Температурний режим до (початок блоку)"
unitCode,O,string,код одиниці виміру (CEL)
value,O,decimal,"Значення"
**ram:MaximumValueMeasure**,,,"Температурний режим, необхідний для перевезення вантажу. Температурний режим до (закінчення блоку)"
**ram:SettingTransportSettingTemperature**,,,Інструкції з експлуатації (закінчення блоку)
**ram:ApplicableNote** (з кодом BRAND),M,,Марка причіпа/напівпричіпа (початок блоку)
ram:ContentCode,M,string,Код BRAND
ram:Content,M,string,Марка причіпа/напівпричіпа згідно з техпаспортом
**ram:ApplicableNote** (з кодом BRAND),,,Марка причіпа/напівпричіпа (закінчення блоку)
**ram:ApplicableNote** (з кодом MODEL),M,,Модель причіпа/напівпричіпа (початок блоку)
ram:ContentCode,M,string,Код MODEL
ram:Content,M,string,Модель причіпа/напівпричіпа згідно з техпаспортом
**ram:ApplicableNote** (з кодом MODEL),,,Модель причіпа/напівпричіпа (закінчення блоку)
**ConnectingCarrierUtilizedLogisticsTransportEquipment** (CategoryCode=TE),,,"Причіп/напівпричіп, що завантажується (закінчення блоку)"
CarrierNotes,M,string,Короткий або повний опис причин складання Акта
ConnectingCarrierNotes,O,string,Особливі відмітки; Інформація щодо незгоди зі змістом Акта
**ReloadActPayload**,,,Інформація про Акт (закінчення блоку)
**CertifyingPartyPayload**,M,,Інформація про відповідальних осіб (початок блоку)
**ram:CertifyingTradeParty** (RoleCode=CA),M,,"Інформація про водія Перевізника, що здає вантаж (початок блоку)"
**ram:ID**,O,,"Ідентифікаційний код - РНОКПП водія (початок блоку)"
schemeAgencyID,O,string,РНОКПП
value,O,decimal,Значення
**ram:ID**,,,"Ідентифікаційний код - РНОКПП водія (закінчення блоку)"
ram:Name,M,string,"Посада водія"
ram:RoleCode,M,string,Роль учасника (Перевізник - CA). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
**ram:DefinedTradeContact**,M,,Контакти відповідального представника (початок блоку)
ram:PersonName,M,string,"ПІБ водія"
**ram:DefinedTradeContact**,,,Контакти відповідального представника (закінчення блоку)
**ram:SpecifiedGovernmentRegistration**,M,,Посвідчення Водія (початок блоку)
ram:ID,M,string,"Серія та номер водійського посвідчення Водія, що здає вантаж. Заповнюється в форматі «3 заголовні кириличні літери + 6 цифр без пробілів», наприклад: ``DGJ123456``, ``АБВ123456``"
**ram:SpecifiedGovernmentRegistration**,,,Посвідчення Водія (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=CA),,,"Інформація про водія Перевізника, що здає вантаж (закінчення блоку)"
**ram:CertifyingTradeParty** (RoleCode=OV),O,,"Інформація про відповідальних осіб Перевізника, що здає вантаж (початок блоку)"
**ram:ID**,O,,"Ідентифікаційний код - РНОКПП відповідальної особи Перевізника (початок блоку)"
schemeAgencyID,O,string,РНОКПП
value,O,decimal,Значення
**ram:ID**,,,"Ідентифікаційний код - РНОКПП відповідальної особи Перевізника (закінчення блоку)"
ram:Name,M,string,"Посада відповідальної особи Перевізника"
ram:RoleCode,M,string,Роль учасника (Перевізник - OV). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
**ram:DefinedTradeContact**,M,,Контакти відповідального представника (початок блоку)
ram:PersonName,M,string,"ПІБ відповідальної особи Перевізника"
**ram:DefinedTradeContact**,,,Контакти відповідального представника (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=OV),,,"Інформація про відповідальних осіб Перевізника, що здає вантаж (закінчення блоку)"
**ram:CertifyingTradeParty** (RoleCode=DR),M,,"Інформація про водія Перевізника, що приймає вантаж (початок блоку)"
**ram:ID**,O,,"Ідентифікаційний код - РНОКПП водія (початок блоку)"
schemeAgencyID,O,string,РНОКПП
value,O,decimal,Значення
**ram:ID**,,,"Ідентифікаційний код - РНОКПП водія (закінчення блоку)"
ram:Name,M,string,"Посада водія"
ram:RoleCode,M,string,Роль учасника (Водій - DR). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
**ram:DefinedTradeContact**,M,,Контакти відповідального представника (початок блоку)
ram:PersonName,M,string,"ПІБ водія"
**ram:DefinedTradeContact**,,,Контакти відповідального представника (закінчення блоку)
**ram:SpecifiedGovernmentRegistration**,M,,Посвідчення Водія (початок блоку)
ram:ID,M,string,"Серія та номер водійського посвідчення Водія, що приймає вантаж. Заповнюється в форматі «3 заголовні кириличні літери + 6 цифр без пробілів», наприклад: ``DGJ123456``, ``АБВ123456``"
**ram:SpecifiedGovernmentRegistration**,,,Посвідчення Водія (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=DR),,,"Інформація про водія Перевізника, що приймає вантаж (закінчення блоку)"
**ram:CertifyingTradeParty** (RoleCode=CH),O,,"Інформація про відповідальних осіб Перевізника, що приймає вантаж (початок блоку)"
**ram:ID**,O,,"Ідентифікаційний код - РНОКПП відповідальної особи Перевізника (початок блоку)"
schemeAgencyID,O,string,РНОКПП
value,O,decimal,Значення
**ram:ID**,,,"Ідентифікаційний код - РНОКПП відповідальної особи Перевізника (закінчення блоку)"
ram:Name,M,string,"Посада відповідальної особи Перевізника"
ram:RoleCode,M,string,Роль учасника (Перевізник (новий) - CH). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
**ram:DefinedTradeContact**,M,,Контакти відповідального представника (початок блоку)
ram:PersonName,M,string,"ПІБ відповідальної особи Перевізника"
**ram:DefinedTradeContact**,,,Контакти відповідального представника (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=CH),,,"Інформація про відповідальних осіб Перевізника, що приймає вантаж (закінчення блоку)"
**CertifyingPartyPayload**,,,Інформація про відповідальних осіб (закінчення блоку)
**ACT**,,,(закінчення змісту документа)
**UaSignatureStorage**,M,,Підписи (початок блоку)
**VisualReferencedDocument**,O,,Графічне відображення документа (початок блоку)
ram:TypeCode,O,string,Тип (916 - Акт). `Довідник кодів документів <https://wiki.edin.ua/uk/latest/Docs_ETTNv3/Dictionaries/Dictionaries.html#un-edifact-codes>`__
ram:Remarks,O,string,Графічне зображення Акта в base64
**VisualReferencedDocument**,,,Графічне відображення документ (закінчення блоку)
**Signature** (SigningPartyRoleCode=CA),M,,"КЕП водія Перевізника, що здає вантаж (початок блоку)"
SigningPartyRoleCode,M,string,Роль підписанта (Перевізник - CA). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
PartySignature,M,string,Підпис (base64 підпису p7s)
Name,M,string,ПІБ підписанта (водія Перевізника)
Position,O,string,Посада підписанта (водія Перевізника)
**ram:SpecifiedTaxRegistration**,M,,Ідентифікаційний код водія Перевізника (початок блоку)
ram:ID,M,string,РНОКПП підписанта (водія Перевізника)
**ram:SpecifiedTaxRegistration**,,,Ідентифікаційний код водія Перевізника (закінчення блоку)
**Signature** (SigningPartyRoleCode=CA),,,"КЕП водія Перевізника, що здає вантаж (закінчення блоку)"
**Signature** (SigningPartyRoleCode=OV),O,,"КЕП Перевізника, що здає вантаж (початок блоку)"
SigningPartyRoleCode,M,string,Роль підписанта (Перевізник - OV). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
PartySignature,M,string,Підпис (base64 підпису p7s)
Name,M,string,ПІБ підписанта (відповідальної особи Перевізника)
Position,O,string,Посада підписанта (відповідальної особи Перевізника)
**ram:SpecifiedTaxRegistration**,M,,Ідентифікаційний код відповідальної особи Перевізника (початок блоку)
ram:ID,M,string,РНОКПП підписанта (відповідальної особи Перевізника)
**ram:SpecifiedTaxRegistration**,,,Ідентифікаційний код відповідальної особи Перевізника (закінчення блоку)
**Signature** (SigningPartyRoleCode=OV),,,"КЕП Перевізника, що здає вантаж (закінчення блоку)"
**Signature** (SigningPartyRoleCode=DR),M,,"КЕП водія Перевізника, що приймає вантаж (початок блоку)"
SigningPartyRoleCode,M,string,Роль підписанта (Водій - DR). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
PartySignature,M,string,Підпис (base64 підпису p7s)
Name,M,string,ПІБ підписанта (водія Перевізника)
Position,O,string,Посада підписанта (водія Перевізника)
**ram:SpecifiedTaxRegistration**,M,,Ідентифікаційний код водія Перевізника (початок блоку)
ram:ID,M,string,РНОКПП підписанта (водія Перевізника)
**ram:SpecifiedTaxRegistration**,,,Ідентифікаційний код водія Перевізника (закінчення блоку)
**Signature** (SigningPartyRoleCode=DR),,,"КЕП водія Перевізника, що приймає вантаж (закінчення блоку)"
**Signature** (SigningPartyRoleCode=CH),O,,"КЕП Перевізника, що приймає вантаж (початок блоку)"
SigningPartyRoleCode,M,string,Роль підписанта (Перевізник (новий) - CH). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
PartySignature,M,string,Підпис (base64 підпису p7s)
Name,M,string,ПІБ підписанта (відповідальної особи Перевізника)
Position,O,string,Посада підписанта (відповідальної особи Перевізника)
**ram:SpecifiedTaxRegistration**,M,,Ідентифікаційний код відповідальної особи Перевізника (початок блоку)
ram:ID,M,string,РНОКПП підписанта (відповідальної особи Перевізника)
**ram:SpecifiedTaxRegistration**,,,Ідентифікаційний код відповідальної особи Перевізника (закінчення блоку)
**Signature** (SigningPartyRoleCode=CH),,,"КЕП Перевізника, що приймає вантаж (закінчення блоку)"
**UaSignatureStorage**,,,Підписи (закінчення блоку)
**UAECMR_ACT**,,,(закінчення документа)
