Назва поля,Тип [1]_,Формат,Опис
ВидОсоби,M,Рядок (20),"Допустимі значення:
Юридична;
Фізична"
НазваКонтрагента,M,Рядок (50),Назва контрагента
КодКонтрагента,M,Рядок (8),"Значенням елемента є код платника згідно з ЄДРПОУ (Реєстраційний (обліковий) номер з Тимчасового реєстру ДПА України) або реєстраційний номер облікової картки платника (номер паспорта, записаний як послідовність двох великих літер української абетки та шести цифр)"
ІПН,M,Рядок (12),Індивідуальний податковий номер
Телефон,O,Рядок (20),Телефон контрагента
GLN,M,Integer (13),Глобальний номер розташування (GLN) контрагента
**Контрагент**, , ,Контрагент (завершення блоку)
**Сторони**, , ,"Сторони, між якими укладено документ (завершення блоку)"
**МісцеДоставки**,O, ,Місце доставки (початок блоку)
GLN,O,Integer (13),Глобальний номер розташування (GLN) місця доставки
Індекс,O,Integer (5),Індекс
Область,O,Рядок (50),Область
Місто,O,Рядок (50),Місто
Вулиця,O,Рядок (50),Вулиця
**МісцеДоставки**, , ,Місце доставки (завершення блоку)
**Параметри**,M, ,"Параметри (початок блоку). Тег передбачає довільне значення; використовується для передачі додаткової інформації, що не входить до основних полей специфікації"
"<Параметр ІД=«1» назва=«Точка доставки»>4829900017590</Параметр>",M,Рядок (250),"Додаткові параметри. У кожного наступного тега ідентифікатор (ІД) збільшується на одиницю. Для ІД=1 вказується точка доставки. Максимальна кількість тегів – 99."
"<Параметр ІД=«2» назва=«Адреса доставки»>Дніпропетровська обл., Дніпровський р-н, територія Слобожанської селищної ради, комплекс будівель та споруд №8</Параметр>",M,Рядок (250),"Додаткові параметри. У кожного наступного тега ідентифікатор (ІД) збільшується на одиницю. Для ІД=2 вказується розшифровка адреси доставки. Максимальна кількість тегів – 99."
**Параметри**,, ,Параметри (завершення блоку)
**Таблиця**,M,Кількість входжень вузла: Min = 0; Max = 1,Таблиця (початок блоку)
**Рядок**,M,Кількість входжень вузла: Min = 1;Max = 9999,Рядок (початок блоку). У кожного наступного блоку ідентифікатор (ІД) збільшується на одиницю
НомПоз,M,Integer (3),Номер позиції
АртикулПокупця,M,Рядок (10),Артикул покупця
Найменування,M,Рядок (250),Найменування товарної позиції
ПрийнятаКількість,M,Decimal (#.00),Прийнята кількість товарних позицій 
ОдиницяВиміру,M,Рядок (10),Одиниці виміру [2]_
БазоваЦіна,M,Decimal (#.00),Ціна за одиницю без ПДВ
**ВсьогоПоРядку**,M,Кількість входжень вузла: Min = 0; Max = 1,Загальна сума по рядку (початок блоку)
СумаБезПДВ,M,Decimal (#.00),Сума без ПДВ
**ВсьогоПоРядку**, , ,Загальна сума по рядку (завершення блоку)
СтавкаПДВ,M,«0»/«7»/«20»,"Ставка податку на додану вартість (%); Допустиме значення: 0 / 7 / 20"
**Рядок**, , ,Рядок (завершення блоку)
**Таблиця**, , ,Таблиця (завершення блоку)
**ВсьогоПоДокументу**,M,Сумарні значення позицій за документом (початок блоку), 
СумаБезПДВ,M,Decimal (#.00),Сума без ПДВ по документу
ПДВ,M,Decimal (#.00),Сума ПДВ по документу
Сума,M,Decimal (#.00),Сума з ПДВ по документу	 
**ВсьогоПоДокументу**,, ,Сумарні значення позицій за документом (завершення блоку)
**ЕлектроннийДокумент**,, ,Завершення документа
