Назва поля,Тип [1]_,Формат,Опис
Текст,O,Рядок,"Тег призначений для передачі значного об’єму тексту (наприклад, текст договору, додаткової угоди, тощо).  Розмір тексту необмежений. Весь текст має бути вкладений в конструкцію: <![CDATA[текст]]>"
ТекстДоговору,M,Рядок,Текст договору (розмір тексту необмежений). Передбачена можливість форматування тексту за допомогою `розмітки Mark Down <https://markdown.rozh2sch.org.ua/>`__
**Таблиця**,O,Кількість входжень вузла: Min = 0; Max = 1,Таблиця (початок блоку)
**Рядок**,M,Кількість входжень вузла: Min = 1;Max = 9999,Рядок (початок блоку). У кожного наступного блоку ідентифікатор (ІД) збільшується на одиницю
НомПоз,M,Integer (3),Номер позиції
Штрихкод,O,Рядок (13),Максимальна кількість тегів – 99. У кожного наступного тега ідентифікатор (ІД) збільшується на одиницю.
АртикулПокупця,O,Рядок (10),Артикул покупця
АртикулПродавця,O,Рядок (10),Артикул продавця
КодУКТЗЕД,O,Integer (10),Код товару згідно з УКТ ЗЕД; для COMDOC 006 значення не менше 4 і не більше 10 символів
Найменування,M,Рядок (50),Найменування товарної позиції
ЗаявленаКількість,O,Decimal (#.00),Заявлена кількість товарних позицій 
ПрийнятаКількість,O,Decimal (#.000),Прийнята кількість товарних позицій 
ПунктНавантаженняАдреса,M,Рядок (200),"Адреса навантаження
Для COMDOC 018 ""ПунктНавантаженняАдреса"" і ""ПунктРозвантаженняАдреса"" заповнюється в одній клітинці через дефіс"
ПунктРозвантаженняАдреса,M,Рядок (200),"Адреса розвантаження
Для COMDOC 018 ""ПунктНавантаженняАдреса"" і ""ПунктРозвантаженняАдреса"" заповнюється в одній клітинці через дефіс"
ТЗНомерАвто,M,Рядок (10),Державний номер автомобіля
ТЗНомерПричіп,O,Рядок (10),Державний номер причепа
НомерТТН,M,Рядок (20),Номер товарно-транспортної накладної
ДатаТТН,M,Дата (РРРР-ММ-ДД),Дата товарно-транспортної накладної 
МасаБрутто,M,Decimal (#.00),Вага товару 
ДовжинаВантажу,O,Decimal (#.00),Довжина вантажу 
ОбємВантажу,O,Decimal (#.00),Об'єм вантажу 
КількістьМісць,O,Decimal (#.00),"Кількість вантажних місць, палет "
СтрокТранспортування,O,Decimal (#.00),"Термін доставки, днів"
Примітка,O,Рядок (200),Примітка
МісцеПроведенняРоботи,O, ,Місце проведення роботи
КількістьОдВЯщику,O, ,Кількість одиниць в ящику (шт/кг) 
ФактичнаКількістьЯщиків,O, ,Фактична кількість ящиків 
КількістьПоНакладній,O, ,Кількість по накладній
ПоставляємаКількість,O, ,Кількість доставлених одиниць 
ОдиницяВиміру,O,Рядок (10),Одиниці виміру [2]_
БазоваЦіна,O,Decimal (#.00),Ціна за одиницю без ПДВ
ПДВ,O,Decimal (#.00),Сума ПДВ в одиниці товару (послуги)
Ціна,O,Decimal (#.00),Ціна за одиницю з ПДВ
ЦінаФакт, , ,Фактична ціна
ЦінаПостачальника, , ,Ціна постачальника
ЦінаПоДокументу, , ,Ціна по документу
СумаНакладна, , ,По накладній
СумаПрийнято, , ,Прийнята сума
Номер,O, ,Номер
Дата,O,Дата (РРРР-ММ-ДД),Дата
НакладнаНомер, , ,Номер накладної
НомерЗамовлення,O,Рядок (20),Номер замовлення
ШтрихкодТрансУпаковкиSSCC,O,"Число (14, 18)",Штрихкод транспортной упаковки SSCC
МаршрутВідправлено, , ,"Пункт відправлення товару
(Для COMDOC 023 пункти ""Відправлено"" і ""Отримано"" заповнюються в одній клітинці ""Маршрут"")"
МаршрутОтримано, , ,"Пункт отримання товару
(Для COMDOC 023 пункти ""Відправлено"" і ""Отримано"" заповнюються в одній клітинці ""Маршрут"")"
Кількість,M,Decimal (#.00),Кількість одиниць товару 
Вага,O, ,Вага 
Сума,O,Decimal (#.00),Сума вартості товару 
СумаСтрахування,O, ,Сума страхування 
Платник,O, ,ПІБ платника 
Відправник,O, ,ПІБ відправника 
Отримувач,O, ,ПІБ отримувача 
АдресаДоставки,O, ,Адреса доставки
ЗонаДоставки,O, ,Зона доставки
КількістьПромо,O, ,Кількість товарів промо
Текст,O,Рядок (100),Додаткова інформація
**ІД**, , ,Ідентифікатори позиції (початок блоку)
НомПоз,M,Integer (3),Номер позиції
Штрихкод,O,Рядок (13),Штрихкод
**ІД**, , ,Ідентифікатори позиції (завершення блоку)
АртикулПокупця,O,Рядок (10),Артикул покупця
АртикулПродавця,O,Рядок (10),Артикул продавця
КодУКТЗЕД, , ,Код товару згідно з УКТ ЗЕД 
Найменування,M,Рядок (50),Найменування товарної позиції
МісцеПроведенняРоботи, , ,Місце проведення роботи
ЗаявленаКількість,O,Decimal (#.00),Заявлена кількість товарних позицій
ПрийнятаКількість,O,Decimal (#.000),Прийнята кількість товарних позицій
БазоваЦіна, , ,Базова ціна
Ціна, , ,Ціна
**ВсьогоПоРядку**,O,Кількість входжень вузла: Min = 0; Max = 1,Загальна сума по рядку (початок блоку)
СумаБезПДВ,O,Decimal (#.00),Сума без ПДВ
СумаПДВ,O,Decimal (#.00),Сума ПДВ
Сума,O,Decimal (#.00),Сума
СумаЗнижки, , ,Сума знижки
ПроцентЗнижки,O,Integer (10),Процент знижки
ДатаПродажу,O,Дата (РРРР-ММ-ДД),Дата продажу
ФактЦенаПродажи, , ,Фактична ціна продажу
ФактЦенаВозвПокуп, , ,Фактична ціна повернення покупки
ФактЦенаВозвКомис, , ,Фактична комісія при поверненні 
СумКомитенту, , ,Сума комітенту 
СумаВинагороди, , ,Сума винагороди
СумаНестач, ,Decimal (#.00),Сума недостачі
СумаШтрафу, ,Decimal (#.00),Сума штрафу
Вага, , ,Вага
**ВсьогоПоРядку**, , ,Загальна сума по рядку (завершення блоку)
СтавкаПДВ, , ,Ставка податку на додану вартість
СумаПДВ,O,Decimal (#.00),Сума ПДВ
**Надлишки**,O, ,Надлишки (початок блоку)
Кількісні,M,Decimal (#.00),Кількісні надлишки
Цінові,M,Decimal (#.00),Цінові надлишки
**Надлишки**, , ,Надлишки (завершення блоку)
**Нестачі**,O, ,Нестачі (початок блоку)
Кількісні,M,Decimal (#.00),Кількісні нестачі
Цінові,M,Decimal (#.00),Цінові нестачі
**Нестачі**, , ,Нестачі (завершення блоку)
**ДоПовернення**, , ,Повернення (початок блоку)
Кількість,M,Decimal (#.00),Кількість товарних одиниць до повернення
ОдиницяВиміру,O,Рядок (10) ,"Одиниці виміру:
шт. – штука;      уп. – упаковка;
л. – літр;               послуга;
кг. – кілограм;    г. – грам..."
**ДоПовернення**, , ,Повернення (завершення блоку)
**Взаєморозрахунки**,O, ,Взаєморозрахунки (початок блоку)
**Документ**,M,Min=1; Max=1,"Ініціатор процесу завжди заповнює. В акті з розходженнями може бути відсутнім"
Дата,M,Дата (РРРР-ММ-ДД),"Дата операції. В акті з розходженнями може бути відсутнім"
Номер,M,Рядок (20),"В акті з розходженнями може бути відсутнім"
Найменування,O,Рядок (50),"Тип документу"
ВидОперації,O,Рядок (20),"Вид Операції. Доступно для заповнення лише Ініціатору процесу"
Підрозділ,O,Рядок (30),"Підрозділ. Доступно для заповнення лише Ініціатору процесу"
НомерПодатковоїНакладної,O,Рядок (20),"Номер Податкової Накладної. Доступно для заповнення лише Ініціатору процесу"
СумаПодатковоїНакладної,O,Decimal (#.00),"Сума Податкової Накладної. Доступно для заповнення лише Ініціатору процесу"
НомерДоговору,O,Рядок (20),"Номер Договору"
Дебет,O,Decimal (#.00),"Заповнюється <Дебет> або <Кредит> по документу в рамках одного Контагенту"
Кредит,O,Decimal (#.00),"Заповнюється <Дебет> або <Кредит> по документу в рамках одного Контагенту"
Текст,O,Рядок (100),"Коментар до позиції"
**Документ**,,,
**Взаєморозрахунки**, , ,Взаєморозрахунки (завершення блоку)
Гарантія,O,Рядок (30),Гарантійний термін
**ЦінаРегулярна**, , ,Регулярна ціна (початок блоку)
ЦінаБезПДВ, , ,Ціна без ПДВ
ЦінаЗПДВ, , ,Ціна з ПДВ
ЦінаЗіЗнижкоюБезПДВ, , ,Ціна зі знижкою без ПДВ
ЦінаЗіЗнижкоюЗПДВ, , ,Ціна зі знижкою з ПДВ
**ЦінаРегулярна**, , ,Регулярна ціна (завершення блоку)
**СтараЦіна**, , ,Стара ціна (початок блоку)
ЦінаБезПДВ, , ,Ціна без ПДВ
ЦінаЗПДВ, , ,Ціна з ПДВ
ЦінаЗіЗнижкоюБезПДВ, , ,Ціна зі знижкою без ПДВ
ЦінаЗіЗнижкоюЗПДВ, , ,Ціна зі знижкою з ПДВ
**СтараЦіна**, , ,Стара ціна (завершення блоку)
**ПромоЦіна**, , ,Промо ціна (початок блоку)
ЦінаБезПДВ, , ,Ціна без ПДВ
ЦінаЗПДВ, , ,Ціна з ПДВ
**ПромоЦіна**, , ,Промо ціна (завершення блоку)
**ВсьогоПоДокументу**, , ,Підсумкові значення за документом (початок блоку)
СумаБезПДВ,O,Decimal (#.00),Сума без ПДВ за всіма позиціями  
ПДВ, , ,Сума ПДВ за всіма позиціями
Сума,O,Decimal (#.00),Сума за всіма позиціями
ВсьогоНадлишків, , ,Всього надлишків за всіма позиціями
ВсьогоНестач, , ,Всього нестач за всіма позиціями
Дебет, , ,Сума дебету за всіма позиціями
Кредит, , ,Сума кредиту за всіма позиціями
**ВсьогоПоДокументу**, , ,Підсумкові значення за документом (завершення блоку)
НомерДокументу,M,Рядок (20),Номер документу
ТипДокументу,M,Рядок (50),"Типи документів:
Договір, Додаткова угода...(типи коммерційних документів)"
КодТипуДокументу,M,«001» / «002» / «003» ...,`Код типу документу <https://wiki.edin.ua/uk/latest/XML/code_doctype.html>`__
ДатаДокументу,M,Дата (РРРР-ММ-ДД),Дата документу
Індекс,M,Integer (5),Індекс
Область,O,Рядок (50),Область
Місто,M,Рядок (50),Місто
Вулиця,M,Рядок (50),Вулиця
Текст,O,Рядок (100),Додаткова інформація
ОдиницяВиміру,O,Рядок (10) ,"Одиниці виміру:
шт. – штука;      уп. – упаковка;
л. – літр;               послуга;
кг. – кілограм;    г. – грам..."
ПДВ,O,Decimal (#.00),Сума ПДВ в одиниці товару (послуги)
СумаБезПДВ,O,Decimal (#.00),Сума без ПДВ
Сума,O,Decimal (#.00),Сума
Кількісні, , ,Кількісні
Цінові, , ,Цінові
**Причина**,O,Кількість входжень вузла: Min = 0; Max = 1,Причина для повернення (початок блоку)
Код,M,Integer (3),"Код причини повернення:
1-Зіпсований
2- Брак
3- Бій
4- Невідповідність ціни
5- Відсутність в замовленні
6- Недовіз
7- Без документів
8- Пересорт
9- Невідповідність штрих-коду
10- Відсутність в БД
11- Нетоварний вигляд
12- Бомбаж
13- Розвакуумація
14- Понад заказу
15- Невідповідність назви
16- Невідповідність грамовки
17- Відсутність сертифікатів
18- Відсутність терміну придатності
19- Відсутність ветеринарного свідоцтва
20- Відсутність акцизних марок
21- Відсутність інформаціі для покупців
22- Відсутність рекомендованої ціни на тютюнових виробах
23- Відсутність дати виготовлення
24- Відсутність кінцевого терміну реалізації
25- Надлишки
26- Малий термін
27- Протерміновано
28- Лог дані
29- Паллетизация"
Опис,O,Рядок (50),Найменування причини повернення
Кількість,M,Decimal (#.00),Кількість товарних одиниць до повернення
ОдиницяВиміру,  ,Рядок (10),"Одиниці виміру:
шт. – штука;      уп. – упаковка;
л. – літр;               послуга;
кг. – кілограм;     г. – грам..."
НаСуму,O, ,Сумарна вартість товару до повернення
**Причина**, , ,Причина для повернення (завершення блоку)
**ДоПовернення**,O, ,"Товар, що підлягає поверненню (початок блоку)"
Код,M,Integer (3),"Код причини повернення:
1-Зіпсований  
2- Брак  
3- Бій  
4- Невідповідність ціни  
5- Відсутність в замовленні  
6- Недовіз  
7- Без документів  
8- Пересорт  
9- Невідповідність штрих-коду  
10- Відсутність в БД  
11- Нетоварний вигляд  
12- Бомбаж  
13- Розвакуумація  
14- Понад заказу  
15- Невідповідність назви  
16- Невідповідність грамовки  
17- Відсутність сертифікатів  
18- Відсутність терміну придатності  
19- Відсутність ветеринарного свідоцтва  
20- Відсутність акцизних марок  
21- Відсутність інформаціі для покупців  
22- Відсутність рекомендованої ціни на тютюнових виробах  
23- Відсутність дати виготовлення  
24- Відсутність кінцевого терміну реалізації
25- Надлишки
26- Малий термін
27- Протерміновано"
Опис,O,Рядок (50),Найменування причини повернення
НаСуму,O, ,Сумарна вартість товару до повернення
Кількість,M,Decimal (#.00),Кількість товарних одиниць до повернення
ОдиницяВиміру,M,Рядок (10),"Одиниці виміру:
шт. – штука;      уп. – упаковка;
л. – літр;               послуга;
кг. – кілограм;     г. – грам..."
**ПричинаПовернення**,O, ,Причина повернення товару (початок блоку)
Код,M,Рядок (3),Код причини повернення. Допустимі значення: 12E - Товар повертається згідно умов договору
Опис,O,Рядок (30),Найменування причини повернення
**ПричинаПовернення**, , ,Причина повернення товару (завершення блоку)
**ДоПовернення**, , ,"Товар, що підлягає поверненню (завершення блоку)"
**РозходженняПоРядку**, , ,Розходження (початок блоку)
Сума,O,Decimal (#.00),Сума
ЦінаНеПрийнята, , ,Ціна розходження
КількістьНеПрийнята, , ,Кількість розходження
СумаНеПрийнята, , ,Сума розходження
**РозходженняПоРядку**, , ,Розходження (завершення блоку)
ЦінаПостачальника, , ,Ціна постачальника
Текст,O,Рядок (100),Додаткова інформація 
**Рядок**, , ,Рядок (завершення блоку)
**Таблиця**, , ,Таблиця (завершення блоку)
**ЗагальнеПоКонтрагентам**,M,Min=1; Max=1, (початок блоку)
**ЗагальнеПоКонтрагенту**,M,Min=2; Max=2,Ініціатор процесу завжди заповнює (початок блоку)
Текст,O,Рядок (100),
СальдоПочатковеДебет,M,Decimal (#.00),
СальдоПочатковеКредит,M,Decimal (#.00),
ОборотиЗаПеріодДебет,M,Decimal (#.00),
ОборотиЗаПеріодКредит,M,Decimal (#.00),
СальдоКінцевеДебет,M,Decimal (#.00),
СальдоКінцевеКредит,M,Decimal (#.00),
**ЗагальнеПоКонтрагенту**,,, (завершення блоку)
**ЗагальнеПоКонтрагентам**,,, (завершення блоку)
**ВсьогоПоДокументу**,O,Сумарні значення позицій за документом (початок блоку),
СумаБезПДВ,O,Decimal (#.00),Сума без ПДВ
ПДВ,O,Decimal (#.00),Сума ПДВ в одиниці товару (послуги)
Сума,O,Decimal (#.00),Сума	 
**ВсьогоПоДокументу**,O, ,Сумарні значення позицій за документом (завершення блоку)
**ЕлектроннийДокумент**,O, ,Завершення документу
