Назва поля,Тип [1]_,Формат,Опис
ІПН,M,Рядок (12),Індивідуальний податковий номер
МФО,О,Integer (6),МФО банку контрагента
ПоточРах,О,Рядок ,Поточний рахунок контрагента
IBAN,О,Рядок (35),IBAN (міжнародний номер банківського рахунку; використовується при міжнародних розрахунках) 
GLN,M,Integer (13),Глобальний номер розташування (GLN) контрагента
СвідоцтвоПДВ,О,Integer (10),Свідоцтво платника ПДВ (податку на додану вартість)
**ЮрАдреса**,О, ,Юридична адреса контрагента (початок блоку)
Індекс,М,Integer (5),Індекс
Місто,М,Рядок (50),Місто
Вулиця,М,Рядок (50),Вулиця
**ЮрАдреса**, , ,Юридична адреса контрагента (завершення блоку)
**Контрагент**, , ,Контрагент (завершення блоку)
**Сторони**, , ,"Сторони, між якими укладено документ (завершення блоку)"
**Параметри**,M, ,"Параметри (початок блоку). Тег передбачає довільне значення; використовується для передачі додаткової інформації, що не входить до основних полей специфікації"
"<Параметр ІД=«1» назва=«БанкКомітента»>ПАТ "ПУМБ", м.Київ, ТОВ "ЦУМ БЬЮТІ" (грн)</Параметр>",M,Рядок (250),"Додаткові параметри. У кожного наступного тега ідентифікатор (ІД) збільшується на одиницю. Для ІД=1 вказуються дані банка комітента. Максимальна кількість тегів – 99."
"<Параметр ІД=«2» назва=«БанкКомісіонера»>ПАТ "ТАСКОМБАНК", м.Київ (UAH)</Параметр>",M,Рядок (250),"Додаткові параметри. У кожного наступного тега ідентифікатор (ІД) збільшується на одиницю. Для ІД=2 вказується вказуються дані банка комісіонера. Максимальна кількість тегів – 99."
**Параметри**,M, ,Параметри (завершення блоку)
Текст,M,Рядок (100),Додаткова інформація
**Таблиця**,О,Кількість входжень вузла: Min = 0; Max = 1,Таблиця (початок блоку)
**Рядок**,M,Кількість входжень вузла: Min = 1;Max = 9999,Рядок (початок блоку). У кожного наступного блоку ідентифікатор (ІД) збільшується на одиницю
НомПоз,М,Integer (3),Номер позиції
Штрихкод,О,Рядок (13),Максимальна кількість тегів – 99. У кожного наступного тега ідентифікатор (ІД) збільшується на одиницю.
АртикулПокупця,О,Рядок (10),Артикул покупця
Найменування,М,Рядок (50),Найменування товарної позиції
ОдиницяВиміру,О,Рядок (10),Одиниці виміру [2]_
БазоваЦіна,О,Decimal (#.00),Ціна за одиницю без ПДВ
ПДВ,О,Decimal (#.00),Сума ПДВ в одиниці товару (послуги)
Ціна,О,Decimal (#.00),Ціна за одиницю з ПДВ
**ВсьогоПоРядку**,О,Кількість входжень вузла: Min = 0; Max = 1,Загальна сума по рядку (початок блоку)
СумаБезПДВ,О,Decimal (#.00),Сума без ПДВ
СумаПДВ,О,Decimal (#.00),Сума ПДВ
Сума,О,Decimal (#.00),Сума
СумаЗнижки,О,Decimal (#.00),Сума знижки
ПроцентЗнижки,О,Decimal (#.00),Процент знижки
ФактЦенаПродажи,О,Decimal (#.00),Фактична ціна продажу
ФактЦенаВозвПокуп,О,Decimal (#.00),Фактична ціна повернення покупки
ФактЦенаВозвКомис,О,Decimal (#.00),Фактична комісія при поверненні 
СумКомитенту,О,Decimal (#.00),Сума комітенту 
СумаВинагороди,О,Decimal (#.00),Сума винагороди
**ВсьогоПоРядку**, , ,Загальна сума по рядку (завершення блоку)
**Рядок**, , ,Рядок (завершення блоку)
**Таблиця**, , ,Таблиця (завершення блоку)
**ВсьогоПоДокументу**,О,Сумарні значення позицій за документом (початок блоку),
СумаБезПДВ,О,Decimal (#.00),Сума без ПДВ
ПДВ,О,Decimal (#.00),Сума ПДВ
Сума,О,Decimal (#.00),Сума	 
**ВсьогоПоДокументу**,О, ,Сумарні значення позицій за документом (завершення блоку)
**ЕлектроннийДокумент**,О, ,Завершення документу
