Назва поля, Тип [1]_, Формат, Опис
TRANSPORTID, O (O/M для Розетка), Рядок (70), "Номер транспортного засобу. :green:`Для Розетка:` Порядковий номер повідомлення про відвантаження. Якщо одне з полей TRANSPORTID чи TRANSPORTQUANTITY заповнено, то інше автоматично є обов'язковим."
TRANSPORTERNAME, O, Рядок (70), Ім'я водія
TRANSPORTERTYPE, O, Рядок (70), Тип транспорту
TRANSPORTTYPE, О,"Рядок (2, 3)","Тип транспортування:
20 - залізничний,
30 - дорожній,
40 - повітряний,
60 - спарений,
100 - кур'єрська служба"
PACKAGEWIGHT, O, Число десяткове, Вага
TOTALPACKAGES, О(M-для Метро РЦ), Число десяткове, Кількість коробів
TOTALPALLETS, О(M-для Метро РЦ), Число десяткове, Кількість палет
PACKAGEWEIGHT,O,"Decimal (18,3) / Розділення крапкою",Вага по накладній
**HEAD**,,, Початок основного блоку
SUPPLIER, M, Число (13), GLN постачальника
SUPPLIERNAME, O, Рядок (70), Ім'я постачальника
BUYER, M, Число (13), GLN покупця
BUYERCODE, O, Рядок (35), Код покупця
DELIVERYPLACE, M, Число (13), GLN місця доставки
FINALRECIPIENT, O, Число (13), GLN кінцевого консигнатора
SENDER, M, Число (13), GLN відправника повідомлення
SENDERNAME, O, Рядок (70), Ім'я відправника
SENDERPHONE, O, Рядок (35), Телефон відправника
SENDERCITY, O, Рядок (70), Місто відправника
SENDERADRESS, O, Рядок (70), Адреса відправника
RECIPIENT, M, Число (13), GLN одержувача повідомлення
EDIINTERCHANGEID, O, Рядок (70), Номер транзакції
**PACKINGSEQUENCE**,,, Робота з товарними позиціями (початок блоку)
HIERARCHICALID, M, Число позитивне, Номер ієрархії упаковки
**POSITION**,,, Товарні позиції (початок блоку)
POSITIONNUMBER, M, Число позитивне, Номер товарної позиції
PRODUCT, M,"Число (8, 10, 14)", Штрихкод продукту
PRODUCTIDSUPPLIER, О, Рядок (16), Артикул в БД постачальника
IDPRODUCER, О, Рядок (8), Код виробника
PRODUCTIDBUYER, О, Рядок (16), Артикул в БД покупця
BUYERNUMBER, О, Число ціле (16), Внутрішній системний номер артикулу в БД покупця
DELIVEREDQUANTITY, M, Число позитивне,"кількість, що поставляється"
DELIVEREDUNIT, О, Рядок (3), `Одиниці виміру <https://wiki.edin.ua/uk/latest/XML/units_edi.html>`__
ORDEREDQUANTITY, О, Число позитивне, Замовлена кількість
ORDERUNIT, O, Рядок (3), `Одиниці виміру <https://wiki.edin.ua/uk/latest/XML/units_edi.html>`__
ADVICEPRICE, O, Число ціле з трьома знаками після коми, Рекомендована ціна (державою)
SSCC, O, Число (18), Серійний код транспортної упаковки
PARTYNAME, O, Рядок (70), Назва виробника
INVOICEDQUANTITY, O, Число позитивне, Кількість за рахунком
INVOICEUNIT, O, Рядок (3), `Одиниці виміру <https://wiki.edin.ua/uk/latest/XML/units_edi.html>`__
AMOUNT, O, Число десяткове, Сума товару без ПДВ
AMOUNTWITHVAT, O, Число десяткове, Сума товару з ПДВ
PORTAL_CERT, О, Рядок (30), Номер сертифікату
CUSTOMSTARIFFNUMBER, О (M-для Розетка), Число (4-10), Код УКТЗЕД / Номер державної митної декларації (ВМД)
PRICE, O, Число десяткове, Ціна продукту без ПДВ
PRICEWITHVAT, О, Число десяткове, Ціна продукту з ПДВ
DISCOUNT, O, Число позитивне, Знижка
TAXRATE, O, 20/19/16/14/7/2/0,"Ставка ПДВ (20%, 19%, 16%, 14%, 7%, 2%, 0%)"
CONDITIONSTATUS, О, Рядок (3), Статус кондиції
DESCRIPTION, О, Рядок (70), Опис продукту
PACKAGEID, O, Рядок, Ідентифікатор упаковки
PARTNUMBER, O, Рядок (35), Номер партії
SERIALNUMBER, О, Рядок,"Серійний номер, особливість для мед. постачальників"
GOODDATE, О, Рядок,"Термін придатності, особливість для мед. постачальників"
MINIMUMORDERQUANTITY, O, Число позитивне, Мінімальна замовлена кількість
GOODDATE, O, Дата (РРРР-ММ-ДД), Термін придатності
BRUTTOWEIGHT,O,"Decimal (18,3) / Розділення крапкою",Вага брутто
**OCERTS**, О,, Дані вкладеного до товарної позиції сертифікату (початок блоку). Може містити кілька сертифікатів [CERT]
**CERT**, О,, Початок блоку під один конкретний сертифікат
CERT_NUM, O...M, Рядок (16), **Поле обов'язкове лише за використання блоку CERT.** Номер документа (може містити спец. символи)
CERT_TYPE, O...M, Рядок (3),"**Поле обов'язкове лише за використання блоку CERT.** Тип сертифіката
* SS - сертифікат відповідності
* SK - свідоцтво якості
* DI - декларація імпортера
* SES - свідоцтво СЕВ (Санітарно-епідеміологічний висновок)
* DP - декларація виробника
* KS - карантинний сертифікат
* AFK - акт фітосанітарного контролю
* FS - фітосанітарний сертифікат
* SFE - свідоцтво фітосанітарної експертизи
* PLI - протокол лабораторних випробувань
* EZ - експертний висновок
* ST - сертифікат типу"
BATCH, O, Рядок (100), "Номер партії, на яку видано сертифікат"
START_DATE, O...M, Дата (YYYY-MM-DD), **Поле обов'язкове лише за використання блоку CERT.** Дата початку дії сертифіката
END_DATE, O, Дата (YYYY-MM-DD), Дата закінчення дії сертифіката
URL, O...M, Рядок (70),"**Поле обов'язкове лише за використання блоку CERT.** Пряме хеш-посилання на скан-копію. В XML передається з амперсандом - **& amp;**"
URL, O, Рядок (70),"друге і наступні хеш-посилання на скан-копії з ЕЦП. В XML передається з амперсандом - **& amp;**"
**CERT**,,, Кінець блоку під один конкретний сертифікат
**OCERTS**,,, Дані вкладеного до товарної позиції сертифікату (закінчення блоку). Може містити кілька сертифікатів [CERT]
**POSITION**,,, Товарні позиції (закінчення блоку)
**PACKINGSEQUENCE**,,, Робота з товарними позиціями (закінчення блоку)
**HEAD**,,, Закінчення основного блоку
**DESADV**,,, Закінчення документа
