Назва поля,Тип [1]_,Формат,Опис
Ціна,M,"Число (10,2)",Загальна вартість перевезення з ПДВ
Примітка,O,Рядок,Додаткова інформація
**Рядок**,,,Рядок (завершення блоку)
**Таблиця**,,,Таблиця (завершення блоку)
**ВсьогоПоДокументу**,M,,Сумарні значення позицій за документом (початок блоку)
СумаБезПДВ,M,"Число (10,2)",Сума перевезення без ПДВ
ПДВ,M,"Число (10,2)",Сума ПДВ за одиницю послуги
Сума,M,"Число (10,2)",Загальна сума перевезення з ПДВ
**ВсьогоПоДокументу**,,,Сумарні значення позицій за документом (завершення блоку)
**ЕлектроннийДокумент**,,,Завершення документу
