Назва поля, Тип [1]_, Формат, Опис
NewUnitGrossPrice,,Позитивне число з плаваючою точкою (2 знака після коми),Нова ціна з ПДВ. :red:`Поле на даний момент не використовується`
UnitGrossPriceStartDate,O,Дата (РРРР-ММ-ДД),Початок дії ціни з ПДВ. :red:`Поле на даний момент не використовується`
UnitGrossPriceEndDate,O,Дата (РРРР-ММ-ДД),Кінець дії ціни з ПДВ. :red:`Поле на даний момент не використовується`
PromotionalNetPrice,O,Позитивне число з плаваючою точкою (2 знака після коми),Промо ціна без ПДВ (закупівельна ціна (усі магазини)). :red:`Поле на даний момент не використовується`
PromotionalPriceStartDate,O,Дата (РРРР-ММ-ДД),Початок дії промо ціни. :red:`Поле на даний момент не використовується`
PromotionalPriceEndDate,O,Дата (РРРР-ММ-ДД),Кінець дії промо ціни. :red:`Поле на даний момент не використовується`
PromotionalGrossPrice,O,Позитивне число з плаваючою точкою (2 знака після коми),Промо ціна з ПДВ. :red:`Поле на даний момент не використовується`
DiscountNetPrice,M,Позитивне число з плаваючою точкою (2 знака після коми),Ціна (закупівельна) зі знижкою без ПДВ в грн. 
DiscountPriceStartDate,O,Дата (РРРР-ММ-ДД),Початок дії ціни зі знижкою. :red:`Поле на даний момент не використовується`
DiscountPriceEndDate,O,Дата (РРРР-ММ-ДД),Кінець дії ціни зі знижкою. :red:`Поле на даний момент не використовується`
DiscountGrossPrice,O,Позитивне число з плаваючою точкою (2 знака після коми),Ціна зі знижкою з ПДВ. :red:`Поле на даний момент не використовується`
SuggestedPrice,O,Позитивне число з плаваючою точкою (2 знака після коми),Рекомендована ціна. :red:`Поле на даний момент не використовується`
CompensationNetPrice,O,Позитивне число з плаваючою точкою (2 знака після коми),Компенсаційна ціна. :red:`Поле на даний момент не використовується`
Discount,O,Позитивне число з плаваючою точкою (2 знака після коми),Відсоток (%) зміни ціни
AgreedQuota,O,Позитивне число з плаваючою точкою (2 знака після коми),Узгоджена квота з постачальником
CostServiceTwo,O,Позитивне число з плаваючою точкою (2 знака після коми),Вартість послуги 2-го цінника за одиницю реалізованого товару (грн без ПДВ)
CostServiceThree,O,Позитивне число з плаваючою точкою (2 знака після коми),Вартість послуги 3-го цінника за одиницю реалізованого товару (грн без ПДВ)
TaxRate,O,Позитивне число з плаваючою точкою (2 знака після коми),Ставка податку. :red:`Поле на даний момент не використовується`
**Line-Item**,,,Позиція (закінчення блоку)
**Line**,,,Рядок (закінчення блоку)
**ProductCatalogue-Lines**,,,Таблична частина (закінчення блоку)
**ProductCatalogue-Summary**,O,,Підсумки (початок блоку)
TotalLines,M,Число (5),Кількість товарних позицій
**ProductCatalogue-Summary**,,,Підсумки (закінчення блоку)
**Document-ProductCatalogue**,,,Закінчення документа
