Назва поля,Тип [1]_,Формат,Опис
ram:CountrySubDivisionName,O,string,Область та район (за наявності)
**ram:PostalTradeAddress**,,,"Юридична адреса Перевізника (юридична адреса суб’єкта господарювання (юридичної особи або фізичної особи - підприємця) або адреса реєстрації фізичної особи, з яким вантажовідправник уклав договір на надання транспортних послуг) (закінчення блоку)"
**ram:SpecifiedGovernmentRegistration**,M,,Посвідчення Водія / GLN Водія / GLN компанії-учасника (початок блоку)
ram:ID,M/O,string,"* Серія та номер водійського посвідчення Водія (поле обов'язкове до заповнення). Заповнюється в форматі «3 заголовні кириличні літери + 6 цифр без пробілів», наприклад: ``DGJ123456``, ``АБВ123456``
* для ram:TypeCode=DRIVER_GLN - GLN Водія (поле опціональне до заповнення)
* для ram:TypeCode=TRADEPARTY_GLN - GLN компанії-учасника (поле обов'язкове до заповнення для відправника транзакції)"
ram:TypeCode,O,string,"Код типу:

* DRIVER_GLN
* TRADEPARTY_GLN"
**ram:SpecifiedGovernmentRegistration**,,,Посвідчення Водія / GLN Водія / GLN компанії-учасника (закінчення блоку)
**ram:CarrierTradeParty**,,,Перевізник (закінчення блоку)
**ram:NotifiedTradeParty** (роль - FW),O,,Експедитор (початок блоку)
**ram:ID**,M,,"Ідентифікаційний код Експедитора. ЄДРПОУ суб’єкта господарювання (юридичної особи або фізичної особи - підприємця) або РНОКПП фізичної особи, з яким вантажовідправник (замовник) уклав договір траспортного експедирування (початок блоку)"
schemeAgencyID,M,string,ЄДРПОУ / РНОКПП
value,M,decimal,Значення
**ram:ID**,,,"Ідентифікаційний код Експедитора. ЄДРПОУ суб’єкта господарювання (юридичної особи або фізичної особи - підприємця) або РНОКПП фізичної особи, з яким вантажовідправник (замовник) уклав договір траспортного експедирування (закінчення блоку)"
ram:Name,M,string,"Повне найменування Експедитора (юридичної особи або фізичної особи - підприємця) або прізвище, ім’я, по батькові фізичної особи, з яким вантажовідправник (замовник) уклав договір траспортного експедирування"
ram:RoleCode,M,string,Роль учасника (Експедитор - FW). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
**ram:DefinedTradeContact**,O,,Контакти відповідального представника (початок блоку)
ram:PersonName,O,string,ПІБ
**ram:TelephoneUniversalCommunication**,O,,Основний телефон (початок блоку)
ram:CompleteNumber,O,string,Контактні дані
**ram:TelephoneUniversalCommunication**,,,Основний телефон (закінчення блоку)
**ram:MobileTelephoneUniversalCommunication**,O,,Мобільний телефон (початок блоку)
ram:CompleteNumber,O,string,Контактні дані
**ram:MobileTelephoneUniversalCommunication**,,,Мобільний телефон (закінчення блоку)
**ram:EmailURIUniversalCommunication**,O,,Електронна адреса (початок блоку)
ram:CompleteNumber,O,string,Контактні дані
**ram:EmailURIUniversalCommunication**,,,Електронна адреса (закінчення блоку)
**ram:DefinedTradeContact**,,,Контакти відповідального представника (закінчення блоку)
**ram:PostalTradeAddress**,O,,"Юридична адреса Експедитора (юридичної особи або фізичної особи - підприємця) або адреса реєстрації фізичної особи, з яким вантажовідправник (замовник) уклав договір траспортного експедирування (початок блоку)"
ram:PostcodeCode,O,string,Індекс
ram:StreetName,M,string,Адреса (назва вулиці + номер будівлі)
ram:CityName,M,string,Місто (назва населеного пункту)
ram:CountryID,M,string,Країна (UA)
ram:CountrySubDivisionName,O,string,Область та район (за наявності)
**ram:PostalTradeAddress**,,,"Юридична адреса Експедитора (юридичної особи або фізичної особи - підприємця) або адреса реєстрації фізичної особи, з яким вантажовідправник (замовник) уклав договір траспортного експедирування (закінчення блоку)"
**ram:SpecifiedTaxRegistration**,O,,Ідентифікаційний код відповідальної особи (початок блоку)
ram:ID,O,string,РНОКПП відповідальної особи
**ram:SpecifiedTaxRegistration**,,,Ідентифікаційний код відповідальної особи (закінчення блоку)
**ram:SpecifiedGovernmentRegistration**,M,,GLN Експедитора (початок блоку)
ram:ID,M/O,string,"GLN компанії-учасника (поле обов'язкове до заповнення для відправника транзакції)"
ram:TypeCode,O,string,"Код типу:

* TRADEPARTY_GLN"
**ram:SpecifiedGovernmentRegistration**,,,GLN Експедитора (закінчення блоку)
**ram:NotifiedTradeParty** (роль - FW),,,Експедитор (закінчення блоку)
**ram:NotifiedTradeParty** (роль - OB),O,,Замовник (початок блоку)
**ram:ID**,M,,"Ідентифікаційний код Замовника. ЄДРПОУ суб’єкта господарювання (юридичної особи або фізичної особи - підприємця) або РНОКПП фізичної особи, що проводить оплату транспортної роботи і послуг (початок блоку)"
schemeAgencyID,M,string,ЄДРПОУ / РНОКПП
value,M,decimal,Значення
**ram:ID**,,,"Ідентифікаційний код Замовника. ЄДРПОУ суб’єкта господарювання (юридичної особи або фізичної особи - підприємця) або РНОКПП фізичної особи, що проводить оплату транспортної роботи і послуг (закінчення блоку)"
ram:Name,M,string,"Повне найменування Замовника (юридичної особи або фізичної особи - підприємця) або прізвище, ім’я, по батькові фізичної особи, що проводить оплату транспортної роботи і послуг"
ram:RoleCode,M,string,Роль учасника (Замовник - OB). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
**ram:DefinedTradeContact**,O,,Контакти відповідального представника (початок блоку)
ram:PersonName,O,string,ПІБ
**ram:TelephoneUniversalCommunication**,O,,Основний телефон (початок блоку)
ram:CompleteNumber,O,string,Контактні дані
**ram:TelephoneUniversalCommunication**,,,Основний телефон (закінчення блоку)
**ram:MobileTelephoneUniversalCommunication**,O,,Мобільний телефон (початок блоку)
ram:CompleteNumber,O,string,Контактні дані
**ram:MobileTelephoneUniversalCommunication**,,,Мобільний телефон (закінчення блоку)
**ram:EmailURIUniversalCommunication**,O,,Електронна адреса (початок блоку)
ram:CompleteNumber,O,string,Контактні дані
**ram:EmailURIUniversalCommunication**,,,Електронна адреса (закінчення блоку)
**ram:DefinedTradeContact**,,,Контакти відповідального представника (закінчення блоку)
**ram:PostalTradeAddress**,O,,"Юридична адреса Замовника (юридичної особи або фізичної особи - підприємця) або адреса реєстрації фізичної особи, що проводить оплату транспортної роботи і послуг (початок блоку)"
ram:PostcodeCode,O,string,Індекс
ram:StreetName,M,string,Адреса (назва вулиці + номер будівлі)
ram:CityName,M,string,Місто (назва населеного пункту)
ram:CountryID,M,string,Країна (UA)
ram:CountrySubDivisionName,O,string,Область та район (за наявності)
**ram:PostalTradeAddress**,,,"Юридична адреса Замовника (юридичної особи або фізичної особи - підприємця) або адреса реєстрації фізичної особи, що проводить оплату транспортної роботи і послуг (закінчення блоку)"
**ram:SpecifiedTaxRegistration**,O,,Ідентифікаційний код відповідальної особи (початок блоку)
ram:ID,O,string,РНОКПП відповідальної особи
**ram:SpecifiedTaxRegistration**,,,Ідентифікаційний код відповідальної особи (закінчення блоку)
**ram:SpecifiedGovernmentRegistration**,M,,GLN Замовника (початок блоку)
ram:ID,M/O,string,"GLN компанії-учасника (поле обов'язкове до заповнення для відправника транзакції)"
ram:TypeCode,O,string,"Код типу:

* TRADEPARTY_GLN"
**ram:SpecifiedGovernmentRegistration**,,,GLN Замовника (закінчення блоку)
**ram:NotifiedTradeParty** (роль - OB),,,Замовник (закінчення блоку)
**ram:NotifiedTradeParty** (роль - WD),O,,"Проміжний склад. Більш детальна інформація про проміжні перевантаження, якщо вона є, надається Перевізником у блоці **Маршрутизація** (початок блоку)"
**ram:ID**,M,,"Ідентифікаційний код Проміжного складу. ЄДРПОУ підприємства (Вантажовідправник/Перевізник/Експедитор/Вантажоодержувач/Товарний склад), що приймає від Перевізника на тимчасове зберігання вантаж (початок блоку)"
schemeAgencyID,M,string,ЄДРПОУ / РНОКПП
value,M,decimal,Значення
**ram:ID**,,,"Ідентифікаційний код Проміжного складу. ЄДРПОУ підприємства (Вантажовідправник/Перевізник/Експедитор/Вантажоодержувач/Товарний склад), що приймає від Перевізника на тимчасове зберігання вантаж (закінчення блоку)"
ram:Name,M,string,"Повне найменування Проміжного складу (Вантажовідправник/Перевізник/Експедитор/Вантажоодержувач/Товарний склад), що приймає від Перевізника на тимчасове зберігання вантаж"
ram:RoleCode,M,string,Роль учасника (Проміжний склад - WD). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
**ram:PostalTradeAddress**,O,,"Юридична адреса Проміжного складу (Вантажовідправник/Перевізник/Експедитор/Вантажоодержувач/Товарний склад), що приймає від Перевізника на тимчасове зберігання вантаж (початок блоку)"
ram:PostcodeCode,O,string,Індекс
ram:StreetName,M,string,Адреса (назва вулиці + номер будівлі)
ram:CityName,M,string,Місто (назва населеного пункту)
ram:CountryID,M,string,Країна (UA)
ram:CountrySubDivisionName,O,string,Область та район (за наявності)
**ram:DefinedTradeContact**,O,,Контакти відповідального представника (початок блоку)
ram:PersonName,O,string,ПІБ
**ram:TelephoneUniversalCommunication**,O,,Основний телефон (початок блоку)
ram:CompleteNumber,O,string,Контактні дані
**ram:TelephoneUniversalCommunication**,,,Основний телефон (закінчення блоку)
**ram:MobileTelephoneUniversalCommunication**,O,,Мобільний телефон (початок блоку)
ram:CompleteNumber,O,string,Контактні дані
**ram:MobileTelephoneUniversalCommunication**,,,Мобільний телефон (закінчення блоку)
**ram:EmailURIUniversalCommunication**,O,,Електронна адреса (початок блоку)
ram:CompleteNumber,O,string,Контактні дані
**ram:EmailURIUniversalCommunication**,,,Електронна адреса (закінчення блоку)
**ram:DefinedTradeContact**,,,Контакти відповідального представника (закінчення блоку)
**ram:PostalTradeAddress**,,,"Юридична адреса Проміжного складу (Вантажовідправник/Перевізник/Експедитор/Вантажоодержувач/Товарний склад), що приймає від Перевізника на тимчасове зберігання вантаж (закінчення блоку)"
**ram:SpecifiedTaxRegistration**,O,,Ідентифікаційний код відповідальної особи (початок блоку)
ram:ID,O,string,РНОКПП відповідальної особи
**ram:SpecifiedTaxRegistration**,,,Ідентифікаційний код відповідальної особи (закінчення блоку)
**ram:SpecifiedGovernmentRegistration**,M,,"GLN Проміжного складу (Вантажовідправник/Перевізник/Експедитор/Вантажоодержувач/Товарний склад), що приймає від Перевізника на тимчасове зберігання вантаж (початок блоку)"
ram:ID,M/O,string,"GLN компанії-учасника (поле обов'язкове до заповнення для відправника транзакції)"
ram:TypeCode,O,string,"Код типу:

* TRADEPARTY_GLN"
**ram:SpecifiedGovernmentRegistration**,,,"GLN Проміжного складу (Вантажовідправник/Перевізник/Експедитор/Вантажоодержувач/Товарний склад), що приймає від Перевізника на тимчасове зберігання вантаж (закінчення блоку)"
**ram:NotifiedTradeParty** (роль - WD),,,"Проміжний склад. Більш детальна інформація про проміжні перевантаження, якщо вона є, надається Перевізником у блоці **Маршрутизація** (закінчення блоку)"
**ram:NotifiedTradeParty** (роль - COP),O,,"Компанія, що надає охоронні послуги (початок блоку)"
**ram:ID**,M,,"Ідентифікаційний код Охоронної компанії. ЄДРПОУ підприємства, що надає охоронні послуги вантажу під час перевезення (початок блоку)"
schemeAgencyID,M,string,ЄДРПОУ / РНОКПП
value,M,decimal,Значення
**ram:ID**,,,"Ідентифікаційний код Охоронної компанії. ЄДРПОУ підприємства, що надає охоронні послуги вантажу під час перевезення (закінчення блоку)"
ram:Name,M,string,"Повне найменування Охоронної компанії, що надає охоронні послуги вантажу під час перевезення"
ram:RoleCode,M,string,Роль учасника (Охоронна компанія - COP). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
**ram:DefinedTradeContact**,O,,Контакти відповідального представника (початок блоку)
ram:PersonName,O,string,"ПІБ представника Замовника, який уповноважений супроводжувати вантаж, що підлягає спеціальній охороні"
**ram:DefinedTradeContact**,,,Контакти відповідального представника (закінчення блоку)
**ram:NotifiedTradeParty** (роль - COP),,,"Компанія, що надає охоронні послуги (закінчення блоку)"
**ram:CarrierAcceptanceLogisticsLocation**,O,,Пункт навантаження (початок блоку)
**ram:ID**,M,,"Код КАТОТТГ пункту навантаження відповідно до Кодифікатора адміністративно-територіальних одиниць та територій територіальних громад (початок блоку)"
schemeAgencyID,M,string,КАТОТТГ
value,M,decimal,Значення
**ram:ID**,,,"Код КАТОТТГ пункту навантаження відповідно до Кодифікатора адміністративно-територіальних одиниць та територій територіальних громад (закінчення блоку)"
ram:Name,M,string,Найменування пункту навантаження
ram:TypeCode,M,string,Тип операції: 10 - навантаження; 5 - розвантаження
ram:Description,M,string,Опис (адреса) пункту навантаження
**ram:PhysicalGeographicalCoordinate**,M,,Географічні координати (початок блоку)
ram:LatitudeMeasure,O,string,Широта
ram:LongitudeMeasure,O,string,Довгота
**ram:SystemID**,M,,"Код GLN (початок блоку)"
schemeAgencyID,M,string,GLN
value,M,decimal,Значення
**ram:SystemID**,,,"Код GLN (закінчення блоку)"
**ram:PhysicalGeographicalCoordinate**,,,Географічні координати (закінчення блоку)
**ram:CarrierAcceptanceLogisticsLocation**,,,Пункт навантаження (закінчення блоку)
