Назва поля,Тип [1]_,Формат,Опис
ram:PersonName,M,string,"ПІБ відповідальної особи Вантажоодержувача"
**ram:DefinedTradeContact**,,,Контакти відповідального представника (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=CN),,,"Інформація про відповідальних осіб Вантажоодержувача (закінчення блоку)"
**ram:CertifyingTradeParty** (RoleCode=CA),M,,"Інформація про Перевізника (початок блоку)"
**ram:ID**,O,,"Ідентифікаційний код - РНОКПП Перевізника (початок блоку)"
schemeAgencyID,O,string,РНОКПП
value,O,decimal,Значення
**ram:ID**,,,"Ідентифікаційний код - РНОКПП Перевізника (закінчення блоку)"
ram:Name,M,string,"Посада Перевізника"
ram:RoleCode,M,string,Роль учасника (Перевізник - CA). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
**ram:DefinedTradeContact**,M,,Контакти відповідального представника (початок блоку)
ram:PersonName,M,string,"ПІБ Перевізника"
**ram:DefinedTradeContact**,,,Контакти відповідального представника (закінчення блоку)
**ram:CertifyingTradeParty** (RoleCode=CA),,,"Інформація про Перевізника (закінчення блоку)"
**CertifyingPartyPayload**,,,Інформація про відповідальних осіб (закінчення блоку)
**ACT**,,,(закінчення змісту документа)
**UaSignatureStorage**,M,,Підписи (початок блоку)
**VisualReferencedDocument**,O,,Графічне відображення документа (початок блоку)
ram:TypeCode,O,string,Тип (916 - Акт). `Довідник кодів документів <https://wiki.edin.ua/uk/latest/Docs_ETTNv3/Dictionaries/Dictionaries.html#un-edifact-codes>`__
ram:Remarks,O,string,Графічне зображення Акта в base64
**VisualReferencedDocument**,,,Графічне відображення документ (закінчення блоку)
**Signature** (SigningPartyRoleCode=CN),M,,"КЕП Вантажоодержувача (початок блоку)"
SigningPartyRoleCode,M,string,Роль підписанта (Вантажоодержувач - CN). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
PartySignature,M,string,Підпис (base64 підпису p7s)
Name,M,string,ПІБ підписанта (відповідальної особи Вантажоодержувача)
Position,O,string,Посада підписанта (відповідальної особи Вантажоодержувача)
**ram:SpecifiedTaxRegistration**,M,,Ідентифікаційний код відповідальної особи Вантажоодержувача (початок блоку)
ram:ID,M,string,РНОКПП підписанта (відповідальної особи Вантажоодержувача)
**ram:SpecifiedTaxRegistration**,,,Ідентифікаційний код відповідальної особи Вантажоодержувача (закінчення блоку)
**Signature** (SigningPartyRoleCode=CN),,,"КЕП Вантажоодержувача (закінчення блоку)"
**Signature** (SigningPartyRoleCode=CA),M,,"КЕП Перевізника (початок блоку)"
SigningPartyRoleCode,M,string,Роль підписанта (Перевізник - CA). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
PartySignature,M,string,Підпис (base64 підпису p7s)
Name,M,string,ПІБ підписанта (Перевізника)
Position,O,string,Посада підписанта (Перевізника)
**ram:SpecifiedTaxRegistration**,M,,Ідентифікаційний код Перевізника (початок блоку)
ram:ID,M,string,РНОКПП підписанта (Перевізника)
**ram:SpecifiedTaxRegistration**,,,Ідентифікаційний код Перевізника (закінчення блоку)
**Signature** (SigningPartyRoleCode=CA),,,"КЕП Перевізника (закінчення блоку)"
**Signature** (SigningPartyRoleCode=CZ),M,,"КЕП Вантажовідправника (початок блоку)"
SigningPartyRoleCode,M,string,Роль підписанта (Вантажовідправник - CZ). `Довідник ролей <https://docs.google.com/spreadsheets/d/1DTHZKlXo1klqBP_DfiUnaDq1teIeNk1gpMlapN2ZKb4/edit?pli=1#gid=112300961>`__
PartySignature,M,string,Підпис (base64 підпису p7s)
Name,M,string,ПІБ підписанта (відповідальної особи Вантажовідправника)
Position,O,string,Посада підписанта (відповідальної особи Вантажовідправника)
**ram:SpecifiedTaxRegistration**,M,,Ідентифікаційний код відповідальної особи Вантажовідправника (початок блоку)
ram:ID,M,string,РНОКПП підписанта (відповідальної особи Вантажовідправника)
**ram:SpecifiedTaxRegistration**,,,Ідентифікаційний код відповідальної особи Вантажовідправника (закінчення блоку)
**Signature** (SigningPartyRoleCode=CZ),,,"КЕП Вантажовідправника (закінчення блоку)"
**UaSignatureStorage**,,,Підписи (закінчення блоку)
**UAECMR_ACT**,,,(закінчення документа)
