Назва поля,Тип [1]_,Формат,Опис
**<T4RXXXXG37S>** ROWNUM=«1» message=«value» **</T4RXXXXG37S>**,O,String,блок табличної частини з n-кількістю рядків; ROWNUM - номер рядка; message: коментар
**<T4RXXXXG11S>** ROWNUM=«1» message=«value» **</T4RXXXXG11S>**,M,String,блок табличної частини з n-кількістю рядків; ROWNUM - номер рядка; message: ідентифікаційний код (ЄДРПОУ) вантажоодержувача
**<T4RXXXXG12S>** ROWNUM=«1» message=«value» **</T4RXXXXG12S>**,M,String,блок табличної частини з n-кількістю рядків; ROWNUM - номер рядка; message: найменування вантажоодержувача
**<T4RXXXXG13S>** ROWNUM=«1» message=«value» **</T4RXXXXG13S>**,M,String,блок табличної частини з n-кількістю рядків; ROWNUM - номер рядка; message: адреса вантажоодержувача
**<T4RXXXXG21S>** ROWNUM=«1» message=«value» **</T4RXXXXG21S>**,M,String,блок табличної частини з n-кількістю рядків; ROWNUM - номер рядка; message: адреса пункту навантаження
**<T4RXXXXG22S>** ROWNUM=«1» message=«value» **</T4RXXXXG22S>**,M,String,блок табличної частини з n-кількістю рядків; ROWNUM - номер рядка; message: код пункту навантаження за КОАТУУ / `КАТОТТГ <https://www.minregion.gov.ua/napryamki-diyalnosti/rozvytok-mistsevoho-samovryaduvannya/administratyvno/kodyfikator-administratyvno-terytorialnyh-odynycz-ta-terytorij-terytorialnyh-gromad/>`__
**<T4RXXXXG23S>** ROWNUM=«1» message=«value» **</T4RXXXXG23S>**,M,String,блок табличної частини з n-кількістю рядків; ROWNUM - номер рядка; message: дата навантаження
**<T4RXXXXG24S>** ROWNUM=«1» message=«value» **</T4RXXXXG24S>**,M,String,блок табличної частини з n-кількістю рядків; ROWNUM - номер рядка; message: час навантаження
**<T4RXXXXG25S>** ROWNUM=«1» message=«value» **</T4RXXXXG25S>**,O,String,блок табличної частини з n-кількістю рядків; ROWNUM - номер рядка; message: контактна особа для навантаження
**<T4RXXXXG26S>** ROWNUM=«1» message=«value» **</T4RXXXXG26S>**,O,String,блок табличної частини з n-кількістю рядків; ROWNUM - номер рядка; message: контактний телефон для навантаження
**<T4RXXXXG31S>** ROWNUM=«1» message=«value» **</T4RXXXXG31S>**,M,String,блок табличної частини з n-кількістю рядків; ROWNUM - номер рядка; message: адреса пункту розвантаження
**<T4RXXXXG32S>** ROWNUM=«1» message=«value» **</T4RXXXXG32S>**,M,String,блок табличної частини з n-кількістю рядків; ROWNUM - номер рядка; message: код пункту розвантаження за КОАТУУ / `КАТОТТГ <https://www.minregion.gov.ua/napryamki-diyalnosti/rozvytok-mistsevoho-samovryaduvannya/administratyvno/kodyfikator-administratyvno-terytorialnyh-odynycz-ta-terytorij-terytorialnyh-gromad/>`__
**<T4RXXXXG33S>** ROWNUM=«1» message=«value» **</T4RXXXXG33S>**,M,String,блок табличної частини з n-кількістю рядків; ROWNUM - номер рядка; message: дата розвантаження
**<T4RXXXXG34S>** ROWNUM=«1» message=«value» **</T4RXXXXG34S>**,M,String,блок табличної частини з n-кількістю рядків; ROWNUM - номер рядка; message: час розвантаження
**<T4RXXXXG35S>** ROWNUM=«1» message=«value» **</T4RXXXXG35S>**,O,String,блок табличної частини з n-кількістю рядків; ROWNUM - номер рядка; message: контактна особа для розвантаження
**<T4RXXXXG36S>** ROWNUM=«1» message=«value» **</T4RXXXXG36S>**,O,String,блок табличної частини з n-кількістю рядків; ROWNUM - номер рядка; message: контактний телефон для розвантаження
**DECLARBODY**,,,Основні реквізити (закінчення блоку)
